Time(s),Cart Position(m),Cart Velocity(m/s),Hook Angle(deg),Hook Angle Rate(deg/s),Payload Angle(deg),Payload Angle Rate(deg/s),Force(N),Cart Acceleration(m/s^2),,
34.86,0,0,0.0168738,0.24351,0.00593139,0.166163,0,0,-1.13313,-1.92E-14
34.87,0,0,0.0174874,0.241562,0.00618706,0.164053,0,0,1.39137,-0.463789
34.879,0,0,0.0180498,0.239181,0.00634045,0.160298,0,0,-1.6997,-1.6997
34.891,0,0,0.0184589,0.234635,0.00639159,0.155185,0,0,-2.31894,-0.927577
34.899,0,0,0.0187657,0.22867,0.00639159,0.14939,0,0,-0.511327,5.20E-14
34.91,0,0,0.0190725,0.221713,0.00644272,0.143225,0,0,1.13313,1.6997
34.92,0,0,0.0194304,0.216031,0.00649385,0.13795,0,0,0.927577,-0.463789
34.929,0,0,0.0197884,0.209972,0.00659612,0.132702,0,0,-0.566567,1.13313
34.941,0,0,0.0200951,0.202829,0.00654498,0.126452,0,0,-0.927577,-3.24652
34.949,0,0,0.0202997,0.193881,0.00649385,0.118527,0,0,-1.53398,1.53398
34.96,0,0,0.0205042,0.184821,0.00649385,0.11153,0,0,1.13313,1.13313
34.975,0,0,0.0207087,0.177204,0.00649385,0.105589,0,0,2.05E-14,-0.30256
34.98,0,0,0.0209644,0.169117,0.00654498,0.0988476,0,0,1.02265,1.02265
34.991,0,0,0.0212201,0.162715,0.00669838,0.0937952,0,0,-0.798948,2.39684
35.007,0,0,0.0214246,0.154559,0.00674952,0.0881832,0,0,-0.561127,-1.68338
35.011,0,0,0.0215269,0.145799,0.00669838,0.0814687,0,0,-1.53398,-1.02265
35.019,0,0,0.021578,0.138393,0.00669838,0.0755438,0,0,2.89E-13,5.68141
35.029,0,0,0.0216803,0.130444,0.00680065,0.0707345,0,0,1.8938,1.8938
35.041,0,0,0.0218337,0.1239,0.00690291,0.0668756,0,0,0.422584,-0.845168
35.05,0,0,0.0219359,0.116859,0.00695405,0.0620748,0,0,-1.39137,-0.927577
35.06,0,0,0.0218337,0.107798,0.00685178,0.0554365,0,0,-3.96597,-2.83284
35.069,0,0,0.0217314,0.0988319,0.00674952,0.0487512,0,0,2.26627,1.6997
35.079,0,0,0.0216803,0.090848,0.00669838,0.0429203,0,0,1.13313,1.13313
35.091,0,0,0.0216803,0.0841964,0.00669838,0.0382977,0,0,0.422584,0.422584
35.1,0,0,0.0216803,0.0772042,0.00674952,0.0334239,0,0,-0.463789,0.463789
35.11,0,0,0.021578,0.06931,0.00669838,0.0275032,0,0,-2.26627,-2.83284
35.119,0,0,0.0213735,0.0607153,0.00654498,0.0207368,0,0,-1.13313,-1.13313
35.129,0,0,0.0211178,0.0513858,0.00639159,0.0137397,0,0,1.15E-13,1.13313
35.141,0,0,0.0210155,0.0448743,0.00644272,0.00944912,0,0,2.95809,3.38067
35.15,0,0,0.0208621,0.0392051,0.00649385,0.00711163,0,0,-2.31894,-1.85515
35.16,0,0,0.0207087,0.0326565,0.00654498,0.00486897,0,0,0.566567,-1.92E-14
35.169,0,0,0.0204531,0.0261464,0.00654498,0.00293814,0,0,-2.26627,-1.13313
35.179,0,0,0.0200951,0.0179831,0.00649385,0.000964598,0,0,-1.13313,-0.566567
35.191,0,0,0.0197372,0.0114642,0.00654498,0.000396457,0,0,0.845168,2.11292
35.2,0,0,0.0194304,0.00622514,0.00669838,0.00145158,0,0,0.927577,0.927577
35.21,0,0,0.0190725,0.000842749,0.00674952,0.00225893,0,0,-1.6997,-3.3994
35.219,0,0,0.0186123,-0.0056033,0.00674952,0.00177196,0,0,-1.6997,-9.61E-15
35.229,0,0,0.0180498,-0.0135872,0.00669838,0.000695478,0,0,-1.13313,-0.566567
35.241,0,0,0.0173851,-0.0210652,0.00664725,6.83E-05,0,0,-0.845168,0.422584
35.25,0,0,0.0167715,-0.0282198,0.00664725,0.000587753,0,0,1.85515,0.927577
35.261,0,0,0.0161579,-0.0351272,0.00669838,0.00112599,0,0,-0.566567,0.566567
35.269,0,0,0.0154932,-0.0420898,0.00669838,0.00132956,0,0,-1.13313,-1.6997
35.279,0,0,0.0147262,-0.0505087,0.00659612,0.000445948,0,0,-1.6997,-1.6997
35.291,0,0,0.013857,-0.0597087,0.00644272,-0.00199448,0,0,-0.845168,-2.15E-14
35.3,0,0,0.0129877,-0.0681587,0.00634045,-0.00374399,0,0,0.927577,1.39137
35.31,0,0,0.0122718,-0.0760843,0.00639159,-0.00348833,0,0,3.3994,2.83284
35.319,0,0,0.011556,-0.0828048,0.00639159,-0.00247165,0,0,-1.6997,-2.83284
35.329,0,0,0.0106867,-0.0905544,0.00628932,-0.00376243,0,0,-3.3994,-1.6997
35.341,0,0,0.00971521,-0.0989216,0.00618706,-0.0056218,0,0,-0.422584,0.845168
35.35,0,0,0.00874369,-0.10785,0.00608479,-0.00700157,0,0,0.927577,3.15E-14
35.36,0,0,0.00787443,-0.115564,0.00613592,-0.00664275,0,0,2.26627,3.3994
35.369,0,0,0.00700518,-0.121754,0.00613592,-0.00502803,0,0,-1.13313,-2.83284
35.379,0,0,0.00603366,-0.129289,0.00603366,-0.00502803,0,0,-2.26627,-1.6997
35.391,0,0,0.00495987,-0.137192,0.00572686,-0.00680993,0,0,-0.845168,-2.53551
35.4,0,0,0.00383495,-0.146201,0.00526667,-0.0106246,0,0,-2.36E-14,-0.927577
35.41,0,0,0.00276117,-0.155351,0.00480647,-0.0149305,0,0,1.6997,1.6997
35.419,0,0,0.00173851,-0.162796,0.00434628,-0.0178011,0,0,0.566567,1.92E-14
35.429,0,0,0.000818123,-0.168897,0.00383495,-0.020582,0,0,1.6997,-1.13313
35.441,0,0,-0.000306796,-0.175327,0.00311909,-0.0252304,0,0,-4.22584,-2.95809
35.45,0,0,-0.00143172,-0.183768,0.0023521,-0.0322105,0,0,1.85515,0.927577
35.46,0,0,-0.00245437,-0.191662,0.00163625,-0.0392076,0,0,2.26627,1.6997
35.469,0,0,-0.00342589,-0.1983,0.000920388,-0.0455767,0,0,2.10E-14,-0.566567
35.479,0,0,-0.00439741,-0.203772,0.000255663,-0.0512282,0,0,-0.566567,1.13313
35.491,0,0,-0.00536893,-0.208266,-0.00056246,-0.0568838,0,0,-1.79E-14,-2.95809
35.5,0,0,-0.00639159,-0.213623,-0.00143172,-0.0649189,0,0,-0.927577,0.463789
35.51,0,0,-0.00726084,-0.219005,-0.00214757,-0.0728131,0,0,3.96597,3.96597
35.519,0,0,-0.00807897,-0.222324,-0.0028123,-0.0785543,0,0,-0.566567,-0.566567
35.529,0,0,-0.00884596,-0.224387,-0.00347702,-0.0839367,0,0,0.566567,-0.566567
35.541,0,0,-0.00956181,-0.225007,-0.00409062,-0.0882753,0,0,0.422584,0.845168
35.55,0,0,-0.0103288,-0.225656,-0.00480647,-0.0933885,0,0,-1.39137,-2.31894
35.56,0,0,-0.0110958,-0.227181,-0.00557346,-0.100475,0,0,0.566567,-2.88E-14
35.569,0,0,-0.0117605,-0.22772,-0.00623819,-0.107024,0,0,2.26627,2.83284
35.579,0,0,-0.012323,-0.226374,-0.00680065,-0.111509,0,0,1.13313,1.13313
35.591,0,0,-0.0128343,-0.223817,-0.00746537,-0.114918,0,0,7.17E-14,-2.53551
35.6,0,0,-0.0133968,-0.220977,-0.0081301,-0.119301,0,0,-1.39137,0.927577
35.61,0,0,-0.0141126,-0.21999,-0.00894822,-0.125939,0,0,-2.83284,-3.3994
35.619,0,0,-0.0147262,-0.21999,-0.00966408,-0.133295,0,0,3.96597,3.96597
35.629,0,0,-0.0151864,-0.217299,-0.0102777,-0.138229,0,0,2.26627,1.13313
35.641,0,0,-0.0156466,-0.21327,-0.0109424,-0.142025,0,0,-1.26775,-1.69034
35.65,0,0,-0.0161068,-0.20905,-0.0116583,-0.146814,0,0,-6.29E-14,-0.463789
35.661,0,0,-0.0166181,-0.205156,-0.0124252,-0.15303,0,0,-1.02265,-0.511327
35.669,0,0,-0.0170783,-0.202017,-0.01309,-0.159758,0,0,1.6997,2.83284
35.679,0,0,-0.0173851,-0.197168,-0.0136524,-0.164528,0,0,3.15634,1.26254
35.69,0,0,-0.0176408,-0.191136,-0.0140615,-0.16624,0,0,-0.463789,1.85515
35.7,0,0,-0.0178964,-0.184156,-0.0144194,-0.165509,0,0,-0.463789,-0.463789
35.711,0,0,-0.0181521,-0.176496,-0.0146751,-0.163476,0,0,-1.57E-13,1.39137
35.719,0,0,-0.0184078,-0.169679,-0.0148796,-0.161233,0,0,7.69E-14,5.77E-14
35.729,0,0,-0.0186123,-0.163419,-0.0149819,-0.158158,0,0,1.26254,1.8938
35.74,0,0,-0.0187146,-0.156727,-0.0149307,-0.153196,0,0,1.39137,1.85515
35.75,0,0,-0.0187657,-0.14788,-0.0148796,-0.146297,0,0,-3.15E-14,-1.39137
35.761,0,0,-0.0189191,-0.139362,-0.0149307,-0.13983,0,0,-2.31894,-1.85515
35.769,0,0,-0.0190725,-0.132365,-0.0149819,-0.134268,0,0,1.13313,1.13313
35.78,0,0,-0.0191236,-0.12474,-0.0149819,-0.128437,0,0,2.26627,1.13313
35.79,0,0,-0.0191236,-0.11738,-0.0148796,-0.122213,0,0,-3.15E-14,1.39137
35.799,0,0,-0.0190725,-0.109067,-0.0148285,-0.114426,0,0,0.566567,-2.26627
35.811,0,0,-0.0192259,-0.101301,-0.0149307,-0.107925,0,0,-4.1741,-2.31894
35.819,0,0,-0.0193282,-0.0955781,-0.0149819,-0.103036,0,0,3.06796,2.55663
35.83,0,0,-0.0193793,-0.0892986,-0.0149819,-0.097384,0,0,0.566567,0.566567
35.84,0,0,-0.0193793,-0.0838792,-0.0149819,-0.0924995,0,0,0.463789,-0.463789
35.849,0,0,-0.0193282,-0.0776766,-0.0149819,-0.0872239,0,0,0.566567,-7.69E-14
35.861,0,0,-0.019277,-0.0703719,-0.0149819,-0.0804959,0,0,-0.463789,-6.29E-14
35.869,0,0,-0.0192259,-0.0637561,-0.0150841,-0.0747278,0,0,6.94E-14,-2.04531
35.88,0,0,-0.0191236,-0.0579252,-0.0151353,-0.0704218,0,0,1.13313,2.26627
35.89,0,0,-0.0189191,-0.0526717,-0.0150841,-0.0656886,0,0,1.39137,1.39137
35.899,0,0,-0.0186634,-0.0462086,-0.015033,-0.0596227,0,0,1.54E-13,-1.13313
35.91,0,0,-0.0183566,-0.0379062,-0.0149307,-0.0523027,0,0,0.511327,1.02265
35.919,0,0,-0.0180498,-0.029254,-0.0148796,-0.0447135,0,0,-0.511327,-1.53398
35.93,0,0,-0.0176919,-0.0220461,-0.0148285,-0.0388108,0,0,1.02265,0.511327
35.94,0,0,-0.0171806,-0.0151399,-0.0146751,-0.0331921,0,0,2.31894,1.85515
35.95,0,0,-0.0166181,-0.00671517,-0.0145217,-0.0261431,0,0,-0.511327,-1.02265
35.961,0,0,-0.0161068,0.00167708,-0.0144194,-0.0188628,0,0,-1.39137,-0.927577
35.969,0,0,-0.0155955,0.0103786,-0.0143172,-0.011776,0,0,0.566567,0.566567
35.98,0,0,-0.015033,0.0184472,-0.0141638,-0.00521244,0,0,1.13313,1.13313
35.99,0,0,-0.0144194,0.0251837,-0.0140104,-0.000342665,0,0,0.463789,-0.463789
36,0,0,-0.0137547,0.0325858,-0.0137547,0.00420652,0,0,0.511327,2.04531
36.011,0,0,-0.0131411,0.0397282,-0.0136013,0.00818351,0,0,-1.39137,-2.78273
36.019,0,0,-0.0124764,0.0475326,-0.0133456,0.0116821,0,0,1.6997,3.3994
36.029,0,0,-0.0117605,0.0561494,-0.0129877,0.0160378,0,0,0.631268,1.26254
36.04,0,0,-0.0109935,0.0632106,-0.0125786,0.0192032,0,0,0.463789,7.87E-14
36.049,0,0,-0.0102265,0.0700932,-0.0120673,0.0225593,0,0,-0.511327,1.53398
36.061,0,0,-0.00940842,0.0772356,-0.0115049,0.0271044,0,0,0.927577,1.57E-14
36.069,0,0,-0.00853916,0.0859192,-0.0108913,0.0327604,0,0,0.511327,0.511327
36.079,0,0,-0.0076699,0.0948699,-0.0102777,0.0387159,0,0,-0.631268,-0.631268
36.09,0,0,-0.00669838,0.102256,-0.00961295,0.043261,0,0,1.85515,0.927577
36.099,0,0,-0.00577799,0.109908,-0.00894822,0.0480783,0,0,-2.04531,-0.511327
36.111,0,0,-0.00470421,0.118349,-0.00818123,0.0542466,0,0,3.24652,1.85515
36.119,0,0,-0.00363042,0.128916,-0.00746537,0.0614052,0,0,-1.53398,-2.04531
36.129,0,0,-0.00255663,0.139397,-0.00674952,0.0680286,0,0,-4.28E-14,0.631268
36.14,0,0,-0.00148285,0.148,-0.00603366,0.0736288,0,0,2.36E-14,-1.57E-14
36.149,0,0,-0.000409062,0.156589,-0.00526667,0.0798499,0,0,-8.67E-15,1.02265
36.161,0,0,0.000664725,0.164625,-0.00460194,0.0855314,0,0,-3.93E-15,-2.31894
36.169,0,0,0.00168738,0.172891,-0.00383495,0.0919229,0,0,-1.02265,3.06796
36.179,0,0,0.00271003,0.181548,-0.00311909,0.0997374,0,0,0.631268,-2.52507
36.19,0,0,0.00368155,0.188041,-0.00240324,0.105175,0,0,-0.927577,0.463789
36.199,0,0,0.00465307,0.193809,-0.00173851,0.110257,0,0,0.511327,-1.02265
36.211,0,0,0.00557346,0.198804,-0.00112492,0.114526,0,0,-0.927577,-0.463789
36.219,0,0,0.00649385,0.203747,-0.000460194,0.119128,0,0,0.511327,1.53398
36.23,0,0,0.00736311,0.208739,0.000153398,0.124439,0,0,-1.13313,-1.6997
36.24,0,0,0.0081301,0.211418,0.000715858,0.128091,0,0,-1.39137,-0.463789
36.249,0,0,0.00884596,0.212925,0.00127832,0.131487,0,0,0,0.566567
36.275,0,0,0.00961295,0.212129,0.00189191,0.133337,0,0,0.500892,0.333928
36.28,0,0,0.0104311,0.212077,0.00255663,0.136049,0,0,0.212831,0.212831
36.305,0,0,0.0111469,0.211584,0.00311909,0.138291,0,0,-1.13628,-1.13628
36.311,0,0,0.0117605,0.210204,0.00368155,0.139907,0,0,-0.425662,0.425662
36.32,0,0,0.0124252,0.211681,0.00424401,0.144367,0,0,3.6361,7.71E-15
36.33,0,0,0.0131922,0.213027,0.00485761,0.147865,0,0,1.6997,1.13313
36.339,0,0,0.013857,0.213834,0.00536893,0.151095,0,0,-3.3994,-2.83284
36.349,0,0,0.0144194,0.212414,0.00567573,0.151199,0,0,-1.13313,-3.3994
36.361,0,0,0.0148796,0.210049,0.00588026,0.149502,0,0,-0.845168,0
36.37,0,0,0.0153909,0.207306,0.00608479,0.146958,0,0,1.85515,0.927577
36.38,0,0,0.0159534,0.205819,0.00634045,0.144557,0,0,0.566567,1.13313
36.389,0,0,0.0164136,0.203146,0.00644272,0.141054,0,0,-2.83284,-3.96597
36.399,0,0,0.0167715,0.198322,0.00649385,0.135637,0,0,-1.13313,0.566567
36.411,0,0,0.0170272,0.193028,0.00649385,0.130601,0,0,-0.845168,-0.422584
36.42,0,0,0.0173851,0.187371,0.00659612,0.125382,0,0,2.78273,2.31894
36.43,0,0,0.0176919,0.182467,0.00664725,0.120427,0,0,-2.26627,-2.26627
36.439,0,0,0.0178964,0.175326,0.00664725,0.11421,0,0,-1.6997,-0.566567
36.449,0,0,0.0179987,0.16646,0.00654498,0.107049,0,0,-1.13313,-1.6997
36.461,0,0,0.0181521,0.15879,0.00649385,0.10067,0,0,1.69034,1.69034
36.47,0,0,0.0183566,0.151384,0.00649385,0.0943677,0,0,0.463789,0.463789
36.481,0,0,0.0185612,0.144652,0.00659612,0.0892828,0,0,-0.511327,1.53398
36.489,0,0,0.0187146,0.137484,0.00659612,0.0839408,0,0,-1.13313,-3.3994
36.499,0,0,0.0187146,0.128583,0.00649385,0.0761762,0,0,-3.15634,-1.26254
36.511,0,0,0.0188168,0.120943,0.00649385,0.0701111,0,0,2.95809,2.53551
36.52,0,0,0.0189702,0.11415,0.00654498,0.0648071,0,0,-6.29E-14,-1.57E-14
36.531,0,0,0.0191236,0.108046,0.00664725,0.0606232,0,0,-0.511327,0.511327
36.539,0,0,0.0191748,0.101269,0.00664725,0.055788,0,0,-2.26627,-2.83284
36.549,0,0,0.0191748,0.0934643,0.00664725,0.0499471,0,0,8.57E-14,1.26254
36.561,0,0,0.0192259,0.0872885,0.00669838,0.0456344,0,0,1.26775,0.845168
36.57,0,0,0.0193282,0.0817395,0.00685178,0.0417642,0,0,0.463789,1.39137
36.581,0,0,0.0194304,0.0791707,0.00695405,0.0401328,0,0,-0.511327,-2.04531
36.605,0,0,0.0193793,0.0748759,0.00690291,0.036614,0,0,-1.00178,-0.834819
36.61,0,0,0.019277,0.0699683,0.00695405,0.0330876,0,0,0.243199,1.7024
36.63,0,0,0.0191748,0.0658095,0.00700518,0.0306508,0,0,0.327249,-0.654498
36.638,0,0,0.018868,0.057539,0.00690291,0.0241578,0,0,-2.08705,-1.56529
36.649,0,0,0.01851,0.047761,0.00680065,0.0177886,0,0,1.13313,1.6997
36.661,0,0,0.0182544,0.0391687,0.00674952,0.012336,0,0,1.93318,0.773273
36.669,0,0,0.0179476,0.0318397,0.00674952,0.00902139,0,0,-2.04531,0.511327
36.681,0,0,0.0176408,0.0255566,0.00674952,0.00755714,0,0,0.511327,-0.511327
36.69,0,0,0.0171806,0.0186577,0.00664725,0.00560922,0,0,-2.78273,-1.85515
36.699,0,0,0.0166181,0.00870028,0.00649385,0.00212562,0,0,-0.631268,-4.28E-14
36.711,0,0,0.0162091,0.00031913,0.00654498,0.00027596,0,0,3.71031,4.1741
36.719,0,0,0.0158,-0.00615319,0.00659612,0.000684124,0,0,-1.53398,-2.04531
36.731,0,0,0.0152887,-0.0121652,0.00659612,0.000777093,0,0,-2.04531,-1.02265
36.74,0,0,0.0146751,-0.0192263,0.00654498,4.66E-05,0,0,-0.927577,-0.463789
36.749,0,0,0.0140615,-0.0281471,0.00649385,-0.00132887,0,0,1.26254,0.631268
36.761,0,0,0.0135502,-0.0345932,0.00659612,-0.00109393,0,0,1.85515,2.78273
36.769,0,0,0.0129877,-0.040016,0.00669838,0.000641892,0,0,-2.04531,-1.53398
36.781,0,0,0.012323,-0.0461519,0.00669838,0.00168004,0,0,-1.53398,-2.04531
36.79,0,0,0.011556,-0.0536189,0.00659612,0.0011119,0,0,-0.927577,-0.927577
36.799,0,0,0.010789,-0.0626997,0.00654498,-0.00033686,0,0,1.26254,2.52507
36.81,0,0,0.010022,-0.0706163,0.00654498,-0.00096032,0,0,-3.47E-14,0.511327
36.819,0,0,0.00930615,-0.0772256,0.00659612,0.000138086,0,0,1.02265,0.511327
36.831,0,0,0.00838576,-0.0840323,0.00649385,0.00035944,0,0,-4.1741,-3.24652
36.84,0,0,0.00736311,-0.093366,0.00634045,-0.00134498,0,0,1.57E-14,0.463789
36.849,0,0,0.00644272,-0.10382,0.00623819,-0.00334295,0,0,3.78761,1.8938
36.86,0,0,0.00557346,-0.111871,0.00613592,-0.00455847,0,0,0,-0.511327
36.869,0,0,0.00460194,-0.119541,0.00593139,-0.00573263,0,0,-2.55663,-2.04531
36.881,0,0,0.00352816,-0.128056,0.00557346,-0.0084811,0,0,-0.927577,-1.85515
36.89,0,0,0.00245437,-0.137471,0.00511327,-0.0130262,0,0,0.927577,-0.463789
36.899,0,0,0.00143172,-0.148066,0.00465307,-0.0186698,0,0,1.26254,1.26254
36.91,0,0,0.000409062,-0.156552,0.00414175,-0.0227604,0,0,-0.511327,-1.02265
36.919,0,0,-0.000613592,-0.164428,0.00347702,-0.0277561,0,0,-4.34E-15,-2.55663
36.931,0,0,-0.00163625,-0.171794,0.00276117,-0.0339959,0,0,1.97E-15,0.463789
36.94,0,0,-0.00240324,-0.177354,0.00224984,-0.038541,0,0,4.63789,4.1741
36.949,0,0,-0.00317023,-0.180663,0.00173851,-0.0417306,0,0,-3.15634,-2.52507
36.959,0,0,-0.00403948,-0.185706,0.00112492,-0.0462354,0,0,-2.26627,-2.26627
36.969,0,0,-0.00490874,-0.190904,0.000460194,-0.0516896,0,0,1.02265,0
36.981,0,0,-0.00572686,-0.194615,-0.000204531,-0.0568881,0,0,0.845168,0.422584
36.99,0,0,-0.00639159,-0.197131,-0.00076699,-0.0611897,0,0,2.31894,1.85515
37,0,0,-0.00700518,-0.197311,-0.00132945,-0.0645238,0,0,-0.566567,-1.13313
37.011,0,0,-0.0078233,-0.199177,-0.00204531,-0.0693936,0,0,-4.1741,-2.78273
37.019,0,0,-0.00859029,-0.203291,-0.00276117,-0.0767091,0,0,3.3994,1.6997
37.031,0,0,-0.00925502,-0.205165,-0.00342589,-0.0825894,0,0,1.53398,1.02265
37.04,0,0,-0.00981748,-0.205084,-0.00403948,-0.0872157,0,0,0.927577,0.463789
37.049,0,0,-0.0103799,-0.204232,-0.00465307,-0.0922343,0,0,-1.26254,-0.631268
37.061,0,0,-0.0110958,-0.205044,-0.0054712,-0.0984027,0,0,-2.78273,-3.71031
37.069,0,0,-0.0117094,-0.206407,-0.00623819,-0.106413,0,0,3.57929,3.06796
37.08,0,0,-0.0122207,-0.205788,-0.00690291,-0.112854,0,0,1.13313,1.6997
37.09,0,0,-0.0126298,-0.203272,-0.00751651,-0.117075,0,0,0.927577,7.87E-15
37.099,0,0,-0.01309,-0.199659,-0.00823236,-0.122054,0,0,-2.26627,-2.83284
37.111,0,0,-0.0135502,-0.197001,-0.00894822,-0.127812,0,0,0.463789,0.927577
37.119,0,0,-0.0140104,-0.1947,-0.00966408,-0.134118,0,0,5.20E-14,-2.60E-14
37.13,0,0,-0.0143172,-0.191355,-0.0102777,-0.139616,0,0,3.3994,2.26627
37.14,0,0,-0.0145217,-0.185029,-0.0108401,-0.143005,0,0,0.511327,-3.47E-14
37.149,0,0,-0.0148285,-0.178091,-0.0115049,-0.147156,0,0,-3.3994,-2.83284
37.161,0,0,-0.0151353,-0.173327,-0.0120673,-0.151115,0,0,0.845168,2.53551
37.169,0,0,-0.0152887,-0.167446,-0.0125275,-0.153757,0,0,3.06796,1.02265
37.18,0,0,-0.0153909,-0.159894,-0.0128343,-0.154291,0,0,-0.566567,2.26627
37.189,0,0,-0.0154932,-0.151976,-0.01309,-0.152765,0,0,-0.511327,-0.511327
37.199,0,0,-0.0156977,-0.143753,-0.0133456,-0.150468,0,0,-2.26627,-0.566567
37.21,0,0,-0.0158511,-0.136859,-0.013499,-0.147919,0,0,1.85515,1.85515
37.219,0,0,-0.0159023,-0.129018,-0.013499,-0.143147,0,0,1.53398,2.04531
37.23,0,0,-0.0158511,-0.120646,-0.0133968,-0.136617,0,0,1.02265,0.511327
37.239,0,0,-0.0160045,-0.114173,-0.013499,-0.131828,0,0,-5.11327,-5.11327
37.25,0,0,-0.0161579,-0.109164,-0.0136524,-0.128921,0,0,2.04531,1.02265
37.26,0,0,-0.0162602,-0.102872,-0.0137036,-0.12471,0,0,0.927577,2.31894
37.269,0,0,-0.0162602,-0.095727,-0.0136524,-0.118901,0,0,1.6997,1.13313
37.28,0,0,-0.0162602,-0.0892037,-0.0136013,-0.113191,0,0,-1.02265,-1.02265
37.29,0,0,-0.0164136,-0.0842893,-0.0137036,-0.108743,0,0,-3.06796,-3.06796
37.3,0,0,-0.016567,-0.0805306,-0.0138058,-0.105097,0,0,1.53398,1.53398
37.31,0,0,-0.0165159,-0.0750115,-0.0137547,-0.0999836,0,0,3.71031,2.78273
37.319,0,0,-0.0164647,-0.0669379,-0.0137036,-0.0927174,0,0,-2.26627,-1.6997
37.331,0,0,-0.0164647,-0.0609805,-0.0137036,-0.0868453,0,0,-0.927577,-0.927577
37.34,0,0,-0.0165159,-0.0566789,-0.0138058,-0.0824625,0,0,-0.463789,-1.39137
37.35,0,0,-0.0165159,-0.0519294,-0.013857,-0.0776831,0,0,1.6997,2.26627
37.36,0,0,-0.0163113,-0.0456271,-0.0137547,-0.0714133,0,0,3.57929,2.55663
37.369,0,0,-0.0161068,-0.0377643,-0.0137036,-0.0636133,0,0,-2.26627,-2.83284
37.38,0,0,-0.0159534,-0.0316509,-0.0137036,-0.057428,0,0,-1.02265,-0.511327
37.39,0,0,-0.0158,-0.0271057,-0.0137036,-0.0526394,0,0,0.463789,0.463789
37.4,0,0,-0.0154932,-0.0213825,-0.0136013,-0.0462972,0,0,3.06796,2.04531
37.41,0,0,-0.0150841,-0.0143253,-0.0134479,-0.0391751,0,0,0.511327,-5.20E-14
37.419,0,0,-0.0146751,-0.0067227,-0.0132945,-0.0317743,0,0,-1.13313,-0.566567
37.43,0,0,-0.0143172,-0.000340089,-0.0132434,-0.0252661,0,0,-1.02265,-2.04531
37.439,0,0,-0.0139592,0.00434707,-0.0131411,-0.0200676,0,0,0.511327,2.04531
37.45,0,0,-0.0134479,0.0102498,-0.0129366,-0.0132365,0,0,3.06796,1.53398
37.46,0,0,-0.0129366,0.0170306,-0.0128343,-0.00721197,0,0,-1.39137,-2.78273
37.469,0,0,-0.0124764,0.0230364,-0.012732,-0.00248893,0,0,-1.13313,1.13313
37.48,0,0,-0.0120162,0.0275935,-0.0126298,0.0014133,0,0,0.511327,3.47E-14
37.49,0,0,-0.0114537,0.0327068,-0.0124764,0.00456649,0,0,2.04531,1.02265
37.5,0,0,-0.010789,0.039511,-0.0121696,0.00884997,0,0,1.02265,2.55663
37.51,0,0,-0.0101754,0.0462475,-0.0119139,0.012827,0,0,-1.85515,-2.31894
37.519,0,0,-0.00956181,0.052222,-0.0116583,0.0153208,0,0,0.566567,0.566567
37.53,0,0,-0.00894822,0.0570796,-0.0113003,0.0171957,0,0,-1.73E-14,2.04531
37.539,0,0,-0.0081301,0.0636416,-0.0107379,0.0213715,0,0,4.09062,3.06796
37.55,0,0,-0.00731197,0.0724194,-0.0101243,0.028104,0,0,-2.04531,-1.02265
37.56,0,0,-0.00654498,0.0796429,-0.00961295,0.0333796,0,0,-0.927577,-2.31894
37.569,0,0,-0.00577799,0.0865503,-0.00915275,0.0371472,0,0,0.566567,-7.69E-14
37.58,0,0,-0.00495987,0.0930271,-0.00859029,0.0408117,0,0,1.02265,2.55663
37.589,0,0,-0.00393722,0.10172,-0.00792557,0.0465216,0,0,3.57929,1.02265
37.6,0,0,-0.0029657,0.111861,-0.00726084,0.0533393,0,0,-3.06796,-1.02265
37.61,0,0,-0.00209644,0.119247,-0.00669838,0.058209,0,0,-1.39137,-1.85515
37.619,0,0,-0.00112492,0.126423,-0.00608479,0.0625149,0,0,3.3994,2.26627
37.631,0,0,-5.11E-05,0.134621,-0.00542007,0.0675471,0,0,0.927577,0.463789
37.639,0,0,0.00102265,0.144064,-0.00470421,0.0739955,0,0,-1.02265,0.511327
37.65,0,0,0.00199417,0.153214,-0.00403948,0.0809029,0,0,-2.26627,-1.6997
37.66,0,0,0.00291456,0.159411,-0.00342589,0.0854277,0,0,6.27E-15,-0.463789
37.669,0,0,0.00388608,0.165511,-0.00271003,0.0903615,0,0,1.6997,2.83284
37.68,0,0,0.00485761,0.172243,-0.00199417,0.0964123,0,0,-0.511327,-1.02265
37.689,0,0,0.00572686,0.178692,-0.00138058,0.101948,0,0,-2.04531,-2.04531
37.7,0,0,0.00649385,0.183209,-0.000818123,0.106123,0,0,-1.02265,0
37.71,0,0,0.00726084,0.18581,-0.000255663,0.109228,0,0,0.927577,0.463789
37.719,0,0,0.00807897,0.189039,0.000306796,0.112726,0,0,1.13313,0
37.73,0,0,0.00884596,0.192533,0.000920388,0.116902,0,0,-1.53398,1.02265
37.739,0,0,0.00951068,0.195431,0.00138058,0.120822,0,0,-1.53398,-3.57929
37.75,0,0,0.0100731,0.196539,0.00184078,0.122953,0,0,-1.02265,1.53398
37.76,0,0,0.0107379,0.197026,0.00240324,0.125794,0,0,2.78273,1.85515
37.769,0,0,0.0114026,0.19882,0.0029657,0.130189,0,0,-1.13313,-1.13313
