Time(s),Cart Position(m),Cart Velocity(m/s),Hook Angle(deg),Hook Angle Rate(deg/s),Payload Angle(deg),Payload Angle Rate(deg/s),Force(N),Cart Acceleration(m/s^2),,
31.929,0,0,0.0228563,0.290619,0.00552233,0.173608,0,0,-2.26627,0.566567
31.941,0,0,0.0234699,0.285327,0.0056246,0.167997,0,0,-1.39E-13,-0.511327
31.951,0,0,0.0240324,0.280756,0.00567573,0.162651,0,0,-0.422584,-0.422584
31.959,0,0,0.0245437,0.275277,0.00572686,0.155888,0,0,-0.631268,0.631268
31.971,0,0,0.025055,0.267352,0.00582913,0.148729,0,0,0.511327,1.02265
31.98,0,0,0.0255152,0.258249,0.00593139,0.141548,0,0,-0.927577,-0.463789
31.989,0,0,0.0259243,0.248022,0.00598252,0.133689,0,0,-0.631268,-1.26254
32.001,0,0,0.0262822,0.23971,0.00603366,0.127273,0,0,-0.463789,0.463789
32.009,0,0,0.026589,0.231395,0.00608479,0.121125,0,0,-0.511327,-3.47E-14
32.021,0,0,0.0268447,0.222191,0.00608479,0.114563,0,0,-0.511327,-1.02265
32.03,0,0,0.0270492,0.212054,0.00608479,0.107575,0,0,-0.463789,0.463789
32.039,0,0,0.0272537,0.201354,0.00608479,0.100284,0,0,0.631268,-1.07E-14
32.051,0,0,0.0274583,0.192209,0.00608479,0.0940083,0,0,1.57E-13,-7.87E-15
32.059,0,0,0.0276628,0.182956,0.00608479,0.0877587,0,0,-1.04E-13,-8.67E-15
32.071,0,0,0.0277651,0.173241,0.00608479,0.0811967,0,0,-2.04531,-8.67E-15
32.08,0,0,0.0278673,0.162767,0.00613592,0.0747122,0,0,0.927577,0.927577
32.089,0,0,0.0279696,0.153108,0.00613592,0.0691255,0,0,-8.57E-14,-1.8938
32.105,0,0,0.0280207,0.145218,0.00613592,0.0645638,0,0,-0.654498,0.327249
32.109,0,0,0.0280718,0.136875,0.00613592,0.0594505,0,0,0.511327,-2.60E-14
32.121,0,0,0.0280718,0.128225,0.00613592,0.053826,0,0,-1.5979,-4.07E-14
32.13,0,0,0.0280718,0.118725,0.00618706,0.0479694,0,0,0.463789,0.927577
32.139,0,0,0.0280207,0.108498,0.00618706,0.0415305,0,0,-1.26254,-1.8938
32.15,0,0,0.0279184,0.101044,0.00623819,0.0373087,0,0,-0.511327,1.53398
32.159,0,0,0.0277651,0.0923032,0.00623819,0.0326135,0,0,-0.511327,-1.53398
32.171,0,0,0.0275605,0.0817064,0.00623819,0.0265668,0,0,-0.463789,0.463789
32.18,0,0,0.0273049,0.0746452,0.00623819,0.0233474,0,0,-0.463789,-1.57E-14
32.189,0,0,0.0269981,0.0651667,0.00623819,0.0191715,0,0,-0.631268,-2.14E-14
32.2,0,0,0.026589,0.0522739,0.00618706,0.0128286,0,0,-1.53398,-1.02265
32.209,0,0,0.0261799,0.0417873,0.00623819,0.00915067,0,0,1.02265,2.55663
32.221,0,0,0.0256686,0.0317474,0.00623819,0.00751523,0,0,-1.85515,-1.85515
32.23,0,0,0.0251573,0.0213372,0.00623819,0.00617818,0,0,0.927577,0.463789
32.239,0,0,0.0245948,0.0112053,0.00618706,0.00495667,0,0,-1.26254,-1.26254
32.25,0,0,0.0239812,0.00183875,0.00613592,0.0039805,0,0,-0.511327,0.511327
32.259,0,0,0.0232654,-0.00870027,0.00613592,0.0034313,0,0,-1.53398,1.02265
32.271,0,0,0.0224984,-0.0189633,0.00608479,0.00258721,0,0,0,-1.39137
32.28,0,0,0.0216803,-0.0291899,0.00603366,0.00120743,0,0,-0.463789,0.463789
32.289,0,0,0.0208621,-0.0407421,0.00603366,0.000355223,0,0,0.631268,1.26254
32.299,0,0,0.020044,-0.0508405,0.00603366,0.000120278,0,0,1.15E-13,-0.566567
32.309,0,0,0.0191748,-0.0605557,0.00598252,-0.000561491,0,0,-1.02265,-1.02265
32.321,0,0,0.0182544,-0.0696666,0.00593139,-0.00119678,0,0,-0.422584,0.422584
32.33,0,0,0.0172828,-0.0790003,0.00593139,-0.00127794,0,0,-0.463789,0.927577
32.339,0,0,0.0163113,-0.0898897,0.00593139,-0.00118325,0,0,0.631268,-0.631268
32.349,0,0,0.0152375,-0.100573,0.00593139,-0.00118325,0,0,-2.26627,1.92E-14
32.359,0,0,0.0141638,-0.111396,0.00588026,-0.00143891,0,0,1.02265,-1.02265
32.371,0,0,0.01309,-0.120724,0.00582913,-0.00190376,0,0,0,0.422584
32.38,0,0,0.0119139,-0.130383,0.00572686,-0.00279655,0,0,-1.85515,-0.927577
32.405,0,0,0.0107379,-0.137195,0.0056246,-0.00363205,0,0,0.353859,0.17693
32.409,0,0,0.00956181,-0.144431,0.00536893,-0.00468056,0,0,2.48E-14,-1.4592
32.421,0,0,0.0082835,-0.157662,0.00490874,-0.00894162,0,0,-3.19579,-3.99474
32.43,0,0,0.00695405,-0.168426,0.00429515,-0.0136491,0,0,-9.44E-14,-0.927577
32.447,0,0,0.00557346,-0.177129,0.00357929,-0.0184158,0,0,-0.30256,-0.30256
32.453,0,0,0.00419288,-0.186923,0.00286343,-0.0240355,0,0,0.386637,0.773273
32.459,0,0,0.0028123,-0.205331,0.00214757,-0.0341484,0,0,0,4.82E-14
32.471,0,0,0.00148285,-0.216637,0.00143172,-0.0410324,0,0,1.26254,-5.35E-15
32.48,0,0,0.000153398,-0.225565,0.000715858,-0.0466326,0,0,-0.463789,0
32.49,0,0,-0.00112492,-0.23501,3.45E-16,-0.0529121,0,0,1.13313,4.81E-15
32.499,0,0,-0.00245437,-0.243656,-0.00076699,-0.0594607,0,0,-1.6997,-1.13313
32.509,0,0,-0.00378382,-0.252255,-0.00163625,-0.0665609,0,0,0.566567,-1.6997
32.521,0,0,-0.00511327,-0.258747,-0.0025055,-0.0733011,0,0,7.17E-15,0.845168
32.53,0,0,-0.00639159,-0.265321,-0.00332362,-0.0802812,0,0,0.927577,0.927577
32.539,0,0,-0.0076699,-0.272842,-0.00419288,-0.0879646,0,0,-0.631268,-1.8938
32.549,0,0,-0.00884596,-0.278499,-0.00495987,-0.094857,0,0,2.26627,2.83284
32.559,0,0,-0.00991974,-0.282589,-0.00567573,-0.100311,0,0,1.02265,3.04E-14
32.571,0,0,-0.0109935,-0.284859,-0.00649385,-0.105951,0,0,-0.845168,-2.11292
32.58,0,0,-0.0120162,-0.287051,-0.00736311,-0.112688,0,0,0.927577,7.87E-15
32.59,0,0,-0.0130388,-0.28952,-0.0082835,-0.120185,0,0,-0.566567,-0.566567
32.599,0,0,-0.0141126,-0.29109,-0.00920388,-0.128159,0,0,-1.13313,0.566567
32.609,0,0,-0.0150841,-0.292884,-0.010022,-0.135784,0,0,2.83284,2.26627
32.621,0,0,-0.0160045,-0.292783,-0.0108401,-0.141571,0,0,8.60E-14,-0.845168
32.63,0,0,-0.0168227,-0.292625,-0.0116071,-0.147356,0,0,1.39137,0.927577
32.64,0,0,-0.0175896,-0.291723,-0.0124252,-0.154101,0,0,1.92E-14,-1.6997
32.649,0,0,-0.0184078,-0.28954,-0.0132945,-0.161731,0,0,-1.6997,-0.566567
32.659,0,0,-0.0192259,-0.287746,-0.0142149,-0.169715,0,0,0.566567,-0.566567
32.671,0,0,-0.0199929,-0.284593,-0.0150841,-0.176277,0,0,0.845168,1.26775
32.68,0,0,-0.0207599,-0.282464,-0.0159534,-0.18263,0,0,-0.463789,-0.463789
32.69,0,0,-0.0214246,-0.279645,-0.0167715,-0.189336,0,0,2.26627,1.13313
32.699,0,0,-0.0219871,-0.278893,-0.0174362,-0.195064,0,0,1.13313,2.83284
32.709,0,0,-0.0225495,-0.276889,-0.0179987,-0.198971,0,0,-1.13313,0.566567
32.721,0,0,-0.0230608,-0.268028,-0.0184078,-0.198119,0,0,0.845168,1.69034
32.73,0,0,-0.023521,-0.26121,-0.0186634,-0.195684,0,0,0.463789,1.39137
32.74,0,0,-0.0239812,-0.256373,-0.0189191,-0.193134,0,0,-0.566567,-1.6997
32.749,0,0,-0.0243903,-0.250062,-0.0191236,-0.189772,0,0,1.13313,1.13313
32.759,0,0,-0.0246971,-0.233847,-0.019277,-0.181265,0,0,1.6997,0.566567
32.771,0,0,-0.0249528,-0.223285,-0.0194304,-0.175721,0,0,-1.72E-13,-0.422584
32.78,0,0,-0.0251573,-0.21452,-0.0195327,-0.171014,0,0,0.463789,0.927577
32.79,0,0,-0.0253618,-0.204831,-0.019635,-0.165542,0,0,-0.566567,-0.566567
32.799,0,0,-0.0255152,-0.194964,-0.0197372,-0.15989,0,0,1.13313,1.54E-13
32.809,0,0,-0.0256686,-0.184468,-0.0198395,-0.153431,0,0,-0.566567,0
32.821,0,0,-0.0257709,-0.175326,-0.0199417,-0.147466,0,0,0.845168,-2.87E-14
32.83,0,0,-0.025822,-0.165505,-0.0199929,-0.141379,0,0,0.463789,0.927577
32.84,0,0,-0.025822,-0.153853,-0.0199929,-0.133704,0,0,0.566567,0.566567
32.849,0,0,-0.0257709,-0.14282,-0.0199417,-0.126168,0,0,0.566567,0.566567
32.859,0,0,-0.0257709,-0.133432,-0.0199929,-0.120203,0,0,-1.6997,-2.83284
32.871,0,0,-0.0257709,-0.125529,-0.020044,-0.114935,0,0,0.422584,0.845168
32.88,0,0,-0.0257709,-0.117251,-0.0200951,-0.108442,0,0,3.15E-14,0
32.89,0,0,-0.0257197,-0.108101,-0.0200951,-0.100637,0,0,1.13313,1.13313
32.899,0,0,-0.0255663,-0.0977845,-0.020044,-0.0921152,0,0,1.6997,0.566567
32.909,0,0,-0.0253107,-0.0867506,-0.0199417,-0.0837725,0,0,1.13313,0.566567
32.921,0,0,-0.0250039,-0.0774538,-0.0198395,-0.0768773,0,0,-1.43E-13,-0.422584
32.93,0,0,-0.0246971,-0.0682012,-0.0197372,-0.0698161,0,0,-0.463789,3.15E-14
32.94,0,0,-0.0243392,-0.0585129,-0.019635,-0.0620116,0,0,1.13313,0
32.949,0,0,-0.0239301,-0.0481069,-0.0195838,-0.0538484,0,0,0.566567,-1.13313
32.959,0,0,-0.0234699,-0.0368936,-0.0194304,-0.0449674,0,0,0.566567,2.83284
32.971,0,0,-0.0229074,-0.0268995,-0.0191748,-0.0363678,0,0,1.26775,0.845168
32.979,0,0,-0.0221916,-0.0152689,-0.018868,-0.0269935,0,0,2.04531,-3.47E-14
32.991,0,0,-0.0214246,-0.0026023,-0.0186123,-0.0172514,0,0,-0.511327,-1.53398
33,0,0,-0.0207087,0.00843587,-0.0184078,-0.00926749,0,0,-1.39137,-0.463789
33.009,0,0,-0.0199929,0.0197239,-0.0182544,-0.00272889,0,0,0.631268,-0.631268
33.021,0,0,-0.019277,0.029434,-0.018101,0.00181624,0,0,3.15E-14,0.463789
33.029,0,0,-0.01851,0.0393886,-0.0179476,0.00536712,0,0,1.02265,-6.94E-14
33.04,0,0,-0.0175896,0.0509608,-0.0176408,0.00949362,0,0,2.83284,3.3994
33.05,0,0,-0.0166181,0.0625201,-0.0172828,0.014389,0,0,-0.463789,-0.463789
33.059,0,0,-0.0156466,0.0740922,-0.0169249,0.0190538,0,0,-0.566567,-0.566567
33.071,0,0,-0.0147262,0.0834961,-0.0165159,0.0232226,0,0,-0.927577,0.927577
33.079,0,0,-0.0137547,0.0930408,-0.0161068,0.0276906,0,0,1.53398,-0.511327
33.09,0,0,-0.012732,0.103626,-0.0155443,0.0328936,0,0,0.566567,3.3994
33.1,0,0,-0.0117094,0.113349,-0.0148285,0.0392286,0,0,-0.463789,1.39137
33.109,0,0,-0.0105333,0.124383,-0.0139081,0.0477507,0,0,3.3994,2.83284
33.121,0,0,-0.00930615,0.135133,-0.0129366,0.0563982,0,0,-0.463789,-0.927577
33.129,0,0,-0.00802783,0.146187,-0.0120673,0.0646363,0,0,0.511327,-2.55663
33.155,0,0,-0.00674952,0.152593,-0.0111981,0.0688868,0,0,-0.17693,0.353859
33.16,0,0,-0.00552233,0.158942,-0.0104311,0.0728715,0,0,-0.425662,-0.851325
33.185,0,0,-0.00424401,0.165605,-0.00961295,0.0771894,0,0,0.681769,0.909026
33.19,0,0,-0.0028123,0.173352,-0.00869256,0.0826745,0,0,1.13628,0.681769
33.2,0,0,-0.00138058,0.189601,-0.00777217,0.0935341,0,0,-2.72708,-1.81805
33.209,0,0,5.11E-05,0.201891,-0.00690291,0.101518,0,0,9.61E-15,-1.13313
33.221,0,0,0.00138058,0.21169,-0.00608479,0.107733,0,0,-1.85515,-0.463789
33.23,0,0,0.00260777,0.219529,-0.00536893,0.112851,0,0,-0.927577,-1.39137
33.24,0,0,0.00388608,0.228059,-0.00455081,0.118637,0,0,2.26627,3.3994
33.25,0,0,0.0051644,0.236281,-0.00378382,0.124558,0,0,-0.511327,-2.04531
33.259,0,0,0.00639159,0.244265,-0.00301683,0.130299,0,0,-1.13313,0.566567
33.271,0,0,0.00756764,0.250181,-0.00219871,0.136002,0,0,-0.463789,0.927577
33.279,0,0,0.00874369,0.255949,-0.00148285,0.141496,0,0,0.511327,-2.55663
33.29,0,0,0.00976634,0.261429,-0.000818123,0.145545,0,0,-3.3994,1.44E-14
33.3,0,0,0.0107379,0.263434,-0.000153398,0.148183,0,0,0.463789,0.463789
33.309,0,0,0.0117094,0.26539,0.00056246,0.151897,0,0,0.566567,1.13313
33.321,0,0,0.0126809,0.267175,0.00127832,0.155955,0,0,-3.15E-14,-0.463789
33.329,0,0,0.0136524,0.268738,0.00204531,0.160661,0,0,-8.67E-14,1.02265
33.34,0,0,0.0145728,0.271309,0.00271003,0.165804,0,0,-1.13313,-2.83284
33.35,0,0,0.0154421,0.272068,0.00337476,0.169639,0,0,-0.463789,0.927577
33.359,0,0,0.0162091,0.27144,0.00398835,0.173048,0,0,-1.6997,-1.13313
33.371,0,0,0.0169249,0.26933,0.00455081,0.174671,0,0,-3.15E-14,-0.463789
33.379,0,0,0.0176408,0.266598,0.00511327,0.176044,0,0,0.511327,0.511327
33.39,0,0,0.0184078,0.26568,0.0056246,0.177625,0,0,1.13313,-1.13313
33.4,0,0,0.0190725,0.263521,0.00603366,0.17762,0,0,-2.31894,-1.39137
33.415,0,0,0.0196861,0.258731,0.00628932,0.175202,0,0,-4.44E-14,-1.309
33.421,0,0,0.0202997,0.255322,0.00639159,0.170819,0,0,0.463789,-1.39137
33.429,0,0,0.020811,0.252118,0.00644272,0.163681,0,0,-4.1741,1.04352
33.447,0,0,0.0213223,0.245444,0.00649385,0.156071,0,0,0.605121,0.30256
33.452,0,0,0.0217825,0.238359,0.00659612,0.148993,0,0,-0.773273,0.773273
33.46,0,0,0.0221916,0.237418,0.00664725,0.145882,0,0,-1.21024,-3.63072
33.471,0,0,0.0226006,0.234209,0.00674952,0.142166,0,0,0.566567,1.6997
33.479,0,0,0.0229586,0.230597,0.00680065,0.138566,0,0,-1.13313,-1.6997
33.49,0,0,0.023112,0.224901,0.00674952,0.133443,0,0,-3.96597,-1.6997
33.5,0,0,0.0232654,0.209545,0.00680065,0.122909,0,0,1.85515,2.78273
33.509,0,0,0.0234699,0.198601,0.00690291,0.116001,0,0,1.13313,-4.81E-14
33.521,0,0,0.0237256,0.189673,0.00700518,0.11032,0,0,0.463789,-0.463789
33.53,0,0,0.023879,0.181394,0.00705631,0.104963,0,0,-2.31894,-0.927577
33.54,0,0,0.023879,0.170898,0.00695405,0.0978762,0,0,-2.26627,-2.83284
33.55,0,0,0.0238278,0.159649,0.00685178,0.0900358,0,0,0.511327,1.53398
33.559,0,0,0.023879,0.148705,0.00685178,0.0830387,0,0,2.83284,2.26627
33.571,0,0,0.0239812,0.140102,0.00685178,0.0768703,0,0,-1.26E-13,-0.927577
33.579,0,0,0.0240835,0.131324,0.00690291,0.0707344,0,0,-0.511327,1.02265
33.59,0,0,0.0241858,0.122712,0.00695405,0.0654417,0,0,-1.54E-13,-0.566567
33.6,0,0,0.0242369,0.115651,0.00695405,0.0604096,0,0,-0.927577,-0.927577
33.609,0,0,0.0241858,0.107039,0.00690291,0.0539507,0,0,-1.6997,-0.566567
33.621,0,0,0.0241346,0.0987604,0.00690291,0.0479447,0,0,0.927577,1.39137
33.629,0,0,0.0240835,0.0902383,0.00690291,0.0418088,0,0,1.73E-13,-0.511327
33.64,0,0,0.0240835,0.0818059,0.00700518,0.0360675,0,0,1.13313,2.26627
33.65,0,0,0.0240324,0.0746635,0.00710744,0.0319282,0,0,-1.39137,-0.927577
33.659,0,0,0.023879,0.06659,0.00710744,0.0267252,0,0,-1.6997,-2.26627
33.671,0,0,0.0236233,0.0590418,0.00705631,0.0217743,0,0,-0.927577,4.72E-14
33.679,0,0,0.0232654,0.0503492,0.00695405,0.0164054,0,0,-1.02265,-0.511327
33.69,0,0,0.0228563,0.0402124,0.00695405,0.0112921,0,0,0,2.83284
33.7,0,0,0.0224984,0.0314468,0.00700518,0.00820791,0,0,1.39137,1.57E-14
33.709,0,0,0.0220893,0.0240371,0.00700518,0.0064999,0,0,-1.6997,-1.6997
33.721,0,0,0.0216291,0.0156773,0.00700518,0.00536362,0,0,-0.463789,0.463789
33.729,0,0,0.0210667,0.00467156,0.00695405,0.00462098,0,0,-1.53398,-1.02265
33.74,0,0,0.0204019,-0.00412657,0.00685178,0.0035514,0,0,-1.13313,-0.566567
33.75,0,0,0.0197372,-0.0130474,0.00680065,0.00230925,0,0,0.927577,1.39137
33.759,0,0,0.0191236,-0.0239847,0.00685178,0.00143979,0,0,1.13313,1.6997
33.771,0,0,0.0184589,-0.0325154,0.00690291,0.00137998,0,0,-1.39137,-0.927577
33.779,0,0,0.017743,-0.0417148,0.00695405,0.00108844,0,0,-0.511327,9.54E-14
33.79,0,0,0.0169761,-0.0503266,0.00695405,0.00144726,0,0,-0.566567,-1.13313
33.8,0,0,0.0161579,-0.0576313,0.00690291,0.00120378,0,0,-0.463789,-0.463789
33.809,0,0,0.0152887,-0.0667813,0.00685178,-0.000231528,0,0,-0.566567,0.566567
33.821,0,0,0.0144194,-0.0757093,0.00680065,-0.00153014,0,0,0.463789,-5.51E-14
33.829,0,0,0.0135502,-0.0845763,0.00680065,-0.00226872,0,0,6.94E-14,1.02265
33.84,0,0,0.0126809,-0.0925602,0.00680065,-0.00173048,0,0,7.69E-14,-0.566567
33.85,0,0,0.0117094,-0.0994347,0.00674952,-0.000866095,0,0,-1.85515,-0.927577
33.859,0,0,0.0106356,-0.108674,0.00659612,-0.00158375,0,0,-1.13313,-1.6997
33.871,0,0,0.00945955,-0.118658,0.00644272,-0.00312584,0,0,-0.927577,0.927577
33.879,0,0,0.0082835,-0.129566,0.00628932,-0.00465982,0,0,1.02265,0
33.89,0,0,0.00720971,-0.140241,0.00613592,-0.00654366,0,0,2.26627,-1.92E-14
33.9,0,0,0.00603366,-0.149656,0.00588026,-0.00841041,0,0,-2.78273,-1.85515
33.909,0,0,0.00485761,-0.159972,0.00557346,-0.0107428,0,0,1.13313,1.92E-14
33.921,0,0,0.00363042,-0.168981,0.005011,-0.0142328,0,0,-0.927577,-4.1741
33.929,0,0,0.00240324,-0.178867,0.00434628,-0.0199426,0,0,0.511327,0.511327
33.94,0,0,0.00117605,-0.189452,0.00373269,-0.0262221,0,0,-1.92E-14,2.26627
33.961,0,0,7.83E-17,-0.195522,0.00311909,-0.0303385,0,0,0.399474,-0.199737
33.968,0,0,-0.00122718,-0.201567,0.00240324,-0.0347149,0,0,-0.782643,-1.04352
33.979,0,0,-0.0023521,-0.21059,0.00168738,-0.0411268,0,0,3.15634,1.26254
33.991,0,0,-0.00347702,-0.215781,0.000971521,-0.0455472,0,0,-0.773273,0
33.999,0,0,-0.00460194,-0.221567,0.000153398,-0.0515755,0,0,-1.08E-14,-2.04531
34.009,0,0,-0.00572686,-0.228899,-0.000664725,-0.0597459,0,0,1.07E-14,1.26254
34.02,0,0,-0.00680065,-0.234264,-0.00143172,-0.0662646,0,0,0.927577,0.927577
34.029,0,0,-0.00787443,-0.239556,-0.00224984,-0.0727454,0,0,-0.511327,-1.53398
34.041,0,0,-0.00889709,-0.243403,-0.00306796,-0.079064,0,0,0.927577,0.463789
34.049,0,0,-0.00986861,-0.245933,-0.00388608,-0.0850743,0,0,0.511327,4.34E-15
34.059,0,0,-0.0107379,-0.248828,-0.00465307,-0.0917161,0,0,1.8938,1.26254
34.07,0,0,-0.0116071,-0.250002,-0.0054712,-0.0981451,0,0,-0.927577,-1.39137
34.079,0,0,-0.0124764,-0.252214,-0.00634045,-0.105872,0,0,-3.47E-14,-0.511327
34.091,0,0,-0.0133456,-0.253233,-0.00715858,-0.113034,0,0,-3.15E-14,1.39137
34.099,0,0,-0.0141126,-0.253327,-0.0079767,-0.119946,0,0,2.04531,-0.511327
34.109,0,0,-0.0147773,-0.253259,-0.00874369,-0.126913,0,0,1.26254,1.26254
34.12,0,0,-0.0154421,-0.250837,-0.00945955,-0.132137,0,0,-0.927577,0.463789
34.129,0,0,-0.0160557,-0.249141,-0.0101754,-0.137612,0,0,1.02265,-0.511327
34.141,0,0,-0.0166693,-0.246686,-0.0109424,-0.143366,0,0,-0.463789,-0.927577
34.149,0,0,-0.0172828,-0.244174,-0.0117094,-0.149933,0,0,-3.47E-14,0.511327
34.159,0,0,-0.0178453,-0.242185,-0.0124764,-0.156791,0,0,1.26254,-2.14E-14
34.17,0,0,-0.0183566,-0.237085,-0.0131922,-0.161558,0,0,0.463789,0.927577
34.179,0,0,-0.0188168,-0.231834,-0.013857,-0.165803,0,0,0.511327,0.511327
34.191,0,0,-0.0192259,-0.22519,-0.0145217,-0.169719,0,0,0.463789,-0.463789
34.199,0,0,-0.0196861,-0.218992,-0.0152375,-0.174168,0,0,-1.53398,-1.02265
34.209,0,0,-0.0200951,-0.214217,-0.0159023,-0.178903,0,0,1.8938,1.8938
34.225,0,0,-0.0205042,-0.206278,-0.0164647,-0.180014,0,0,-0.30256,0.907681
34.229,0,0,-0.020811,-0.199598,-0.0167715,-0.179519,0,0,2.04531,4.09062
34.241,0,0,-0.0210155,-0.19163,-0.0169249,-0.175599,0,0,1.5979,0.798948
34.257,0,0,-0.0212201,-0.181961,-0.0171295,-0.170771,0,0,-0.521762,-1.30441
34.261,0,0,-0.0214757,-0.177689,-0.017334,-0.169418,0,0,-1.02265,0.511327
34.27,0,0,-0.021578,-0.172796,-0.0173851,-0.166842,0,0,8.47169,7.26145
34.279,0,0,-0.0217314,-0.162853,-0.0173851,-0.15993,0,0,-3.15634,-0.631268
34.291,0,0,-0.0217825,-0.155661,-0.0173851,-0.154661,0,0,2.31894,-0.463789
34.299,0,0,-0.0217825,-0.146287,-0.017334,-0.147929,0,0,-3.47E-14,1.02265
34.309,0,0,-0.0217825,-0.135776,-0.017334,-0.13988,0,0,-0.631268,-1.8938
34.32,0,0,-0.0218337,-0.127336,-0.017334,-0.133712,0,0,-0.927577,0.463789
34.329,0,0,-0.0218337,-0.118728,-0.0172828,-0.126894,0,0,1.53398,1.02265
34.341,0,0,-0.0218848,-0.110612,-0.0172828,-0.120077,0,0,-1.39137,-1.39137
34.349,0,0,-0.0218848,-0.102686,-0.0172317,-0.113088,0,0,1.53398,1.53398
34.359,0,0,-0.0218848,-0.0942589,-0.0172828,-0.105797,0,0,-0.631268,-3.15634
34.37,0,0,-0.0218337,-0.0872789,-0.017334,-0.100116,0,0,0.927577,0.927577
34.379,0,0,-0.0217825,-0.0795238,-0.0173851,-0.0933833,0,0,-0.511327,-6.94E-14
34.391,0,0,-0.0216291,-0.0717321,-0.0174362,-0.0870526,0,0,1.85515,0
34.399,0,0,-0.0214757,-0.0635509,-0.0173851,-0.0802349,0,0,-1.02265,2.04531
34.409,0,0,-0.0212201,-0.0552182,-0.0172828,-0.0719969,0,0,2.52507,0
34.42,0,0,-0.0209133,-0.04767,-0.0172317,-0.065585,0,0,-6.29E-14,-1.39137
34.429,0,0,-0.0206065,-0.0397444,-0.0171806,-0.0593639,0,0,-0.511327,0.511327
34.441,0,0,-0.0202485,-0.0322774,-0.0170783,-0.0527897,0,0,0.927577,0.927577
34.449,0,0,-0.0198395,-0.0238405,-0.0169249,-0.0451198,0,0,0.511327,0.511327
34.459,0,0,-0.019277,-0.0137087,-0.0167204,-0.0362189,0,0,3.15634,0.631268
34.475,0,0,-0.0186634,-0.00557054,-0.0165159,-0.0289985,0,0,-0.30256,-0.30256
34.479,0,0,-0.0179987,0.00380379,-0.0163113,-0.0216695,0,0,0.511327,-1.04E-13
34.491,0,0,-0.0174362,0.0135231,-0.0161579,-0.0146641,0,0,-3.99474,-1.5979
34.499,0,0,-0.0168227,0.0218747,-0.0159534,-0.0074203,0,0,2.04531,1.53398
34.509,0,0,-0.0161579,0.0320066,-0.0157489,0.00100712,0,0,0.631268,-0.631268
34.52,0,0,-0.0153909,0.0404069,-0.0154421,0.00691954,0,0,1.39137,1.85515
34.529,0,0,-0.0146239,0.0498665,-0.0151353,0.012885,0,0,-1.02265,-1.02265
34.541,0,0,-0.013857,0.0582973,-0.0148285,0.0170243,0,0,3.15E-14,0
34.549,0,0,-0.01309,0.0657846,-0.0144194,0.0210054,0,0,-1.21E-13,2.04531
34.559,0,0,-0.0122718,0.0751305,-0.0139592,0.0270561,0,0,1.26254,-8.57E-14
34.57,0,0,-0.0114537,0.0839336,-0.0133968,0.0327188,0,0,-0.463789,1.39137
34.579,0,0,-0.0104822,0.0924652,-0.012732,0.037993,0,0,3.06796,1.02265
34.591,0,0,-0.00945955,0.101474,-0.0120162,0.0435932,0,0,-0.463789,1.10E-13
34.599,0,0,-0.00843689,0.110082,-0.0113515,0.0491326,0,0,-0.511327,-1.53398
34.61,0,0,-0.00741424,0.119456,-0.0106356,0.0551928,0,0,0,1.8938
34.62,0,0,-0.00634045,0.128059,-0.00991974,0.0610365,0,0,0.927577,-0.463789
34.629,0,0,-0.00521553,0.137604,-0.00920388,0.0667463,0,0,0.511327,-1.73E-14
34.641,0,0,-0.00393722,0.147506,-0.00833463,0.0729147,0,0,2.31894,2.78273
34.649,0,0,-0.0026589,0.15867,-0.00751651,0.0799881,0,0,-1.53398,-2.55663
34.66,0,0,-0.00148285,0.16925,-0.00674952,0.0868058,0,0,-2.26627,-0.566567
34.67,0,0,-0.000357929,0.177935,-0.00598252,0.09338,0,0,0,0.463789
34.679,0,0,0.000818123,0.18747,-0.0051644,0.100803,0,0,1.6997,1.13313
34.691,0,0,0.00194304,0.195749,-0.00439741,0.10754,0,0,-1.39137,-1.39137
34.699,0,0,0.00311909,0.203845,-0.00363042,0.113761,0,0,1.53398,0.511327
34.71,0,0,0.00419288,0.211724,-0.00291456,0.119273,0,0,-2.83284,-1.13313
34.72,0,0,0.00521553,0.217406,-0.00224984,0.12398,0,0,-3.93E-15,-0.463789
34.729,0,0,0.00618706,0.223376,-0.00163625,0.129112,0,0,-0.566567,-0.566567
34.741,0,0,0.00715858,0.228327,-0.00102265,0.133251,0,0,0.463789,0.463789
34.749,0,0,0.0081301,0.233099,-0.000357929,0.137427,0,0,2.60E-14,1.02265
34.76,0,0,0.00915275,0.237156,0.000357929,0.141817,0,0,1.13313,0.566567
34.77,0,0,0.0100731,0.240867,0.00102265,0.14596,0,0,-2.31894,-1.39137
34.779,0,0,0.0108913,0.242769,0.00158511,0.149458,0,0,-1.13313,-1.6997
34.791,0,0,0.0117605,0.242952,0.00219871,0.152192,0,0,1.85515,1.85515
34.799,0,0,0.0125786,0.245253,0.0028123,0.155942,0,0,-1.53398,-0.511327
34.81,0,0,0.0134479,0.246548,0.00352816,0.159874,0,0,1.6997,2.26627
34.82,0,0,0.0143172,0.247685,0.00419288,0.163364,0,0,-0.463789,-1.85515
34.829,0,0,0.0150841,0.24821,0.00480647,0.166109,0,0,-2.26627,-0.566567
34.841,0,0,0.0156977,0.247317,0.00526667,0.167733,0,0,-1.85515,-2.31894
34.849,0,0,0.0163113,0.245783,0.0056246,0.167733,0,0,1.53398,-0.511327
